jobName,salary,welfare,url,city_display,company,company_size,company_type,emplType,eduLevel,updateDate,workingExp
测试工程师,6K-12K,"五险一金,年底双薪,节日福利,定期体检,餐补",https://jobs.zhaopin.com/CZ649426620J00324207507.htm,长沙,深圳宇衡互联科技有限公司,100-499人,民营,全职,大专,2019-05-17 16:16:25,3-5年
软件开发工程师,3K-6K,"全勤奖,加班补助,节日福利,项目奖金,五险一金",https://jobs.zhaopin.com/CC308166713J00260182108.htm,合肥,合肥紫软计算机科技有限公司,20-99人,民营,全职,大专,2019-05-17 15:12:52,1-3年
高级前端web开发工程师,15K-25K,"五险一金,绩效奖金,包吃,餐补,带薪年假",https://jobs.zhaopin.com/422453413250090.htm,南京,南京森根科技发展有限公司,100-499人,民营,全职,本科,2019-05-17 15:00:00,5-10年
C#软件工程师（PG）,4K-6K,"五险一金,带薪年假,补充医疗保险,定期体检,员工旅游",https://jobs.zhaopin.com/457996217250128.htm,大连,艾珂威尔信息技术服务(大连)有限公司,100-499人,合资,全职,本科,2019-05-17 15:55:05,3-5年
gis开发工程师,8K-11K,"五险一金,绩效奖金,交通补助,餐补,通讯补助",https://jobs.zhaopin.com/CC508483080J00116696605.htm,长沙,正元地理信息有限责任公司湖南分公司,500-999人,国企,全职,本科,2019-05-17 09:48:42,1-3年
技术助理4K起晋升空间,2.6K-4.1K,"五险一金,年底双薪,全勤奖,绩效奖金,餐补",https://jobs.zhaopin.com/CC395029580J00285617807.htm,广州,广州富创科达信息科技有限公司,100-499人,民营,全职,大专,2019-05-17 15:00:48,不限
POS机开发工程师（双休+五险）,6K-12K,"餐补,创业公司,周末双休,全勤奖,弹性工作",https://jobs.zhaopin.com/CZ311684080J00178440301.htm,福州,福州新联付网络科技有限公司,20-99人,不限,全职,大专,2019-05-17 15:21:31,1-3年
android开发工程师,5K-7K,"补充医疗保险,带薪年假,员工旅游,节日福利,五险一金",https://jobs.zhaopin.com/CC538931480J00273633705.htm,西安,陕西易匠信息科技有限公司,20-99人,民营,全职,本科,2019-05-17 09:21:38,3-5年
SAP ABAP开发工程师,10K-18K,"餐补,通讯补助,五险一金,绩效奖金,带薪年假",https://jobs.zhaopin.com/CC132644163J00096214413.htm,北京,中远海运科技(北京)有限公司,100-499人,国企,全职,本科,2019-05-17 16:15:32,3-5年
IT系统开发工程师,8K-10K,"五险一金,绩效奖金,包吃,包住,带薪年假",https://jobs.zhaopin.com/139573874250024.htm,天津,天津珍熙美容实业有限公司,500-999人,外商独资,全职,本科,2019-05-17 15:40:55,1-3年
大数据开发工程师,10K-15K,"交通补助,带薪年假,补充医疗保险,节日福利,餐补",https://jobs.zhaopin.com/CC412272383J00118239612.htm,北京,北京航天数据股份有限公司,100-499人,国企,校园,硕士,2019-05-17 15:17:26,无经验
开发工程师,8K-10K,"五险一金,绩效奖金,餐补,通讯补助,带薪年假",https://jobs.zhaopin.com/CC299658230J00210329408.htm,常州,用友网络科技股份有限公司常州分公司,10000人以上,民营,全职,大专,2019-05-17 13:11:29,1-3年
Android软件开发工程师（兼职）,20K-30K,"无试用期,创业公司",https://jobs.zhaopin.com/CC212147210J00140765106.htm,深圳,广州市联德智能系统有限公司,20人以下,民营,兼职/临时,本科,2019-05-17 16:05:02,3-5年
技术支持工程师,6K-12K,"五险一金,绩效奖金,交通补助,餐补,定期体检",https://jobs.zhaopin.com/CC137243219J00154251711.htm,北京,北京顶点时代软件技术有限公司,1000-9999人,股份制企业,全职,本科,2019-05-17 15:30:46,1-3年
开发工程师,10K-15K,"周末双休,五险一金",https://jobs.zhaopin.com/CC120151902J00124960214.htm,重庆,北京英孚泰克信息技术股份有限公司,100-499人,民营,全职,本科,2019-05-17 13:14:18,1-3年
算法工程师,10K-15K,"交通补助,带薪年假,补充医疗保险,节日福利,餐补",https://jobs.zhaopin.com/CC412272383J00118238212.htm,北京,北京航天数据股份有限公司,100-499人,国企,校园,硕士,2019-05-17 15:17:26,无经验
计算机实习生包食宿,3K-4K,"14薪,五险一金,周末双休,包吃,包住",https://jobs.zhaopin.com/CZ698409830J00084287208.htm,沈阳,沈阳远信华通科技有限公司,500-999人,上市公司,全职,大专,2019-05-17 16:15:50,不限
高级软件研发工程师,10K-15K,"五险一金,年底双薪,绩效奖金,全勤奖,周末双休",https://jobs.zhaopin.com/CC458961213J00248937502.htm,武汉,武汉易思达科技有限公司,20-99人,民营,全职,本科,2019-05-17 00:52:22,3-5年
数据库开发工程师,10K-15K,"五险一金,带薪年假,定期体检,节日福利,试用期全额",https://jobs.zhaopin.com/CC191761023J00263770207.htm,上海,上海泓智信息科技有限公司,100-499人,上市公司,全职,本科,2019-05-17 00:51:52,1-3年
软件工程师,8K-10K,"年终分红,绩效奖金,包吃,包住,创业公司",https://jobs.zhaopin.com/CC695396520J00242628305.htm,佛山,佛山市核德隆电子有限公司,100-499人,民营,全职,大专,2019-05-17 16:16:52,1-3年
项目经理-互联网行业-有技术底蕴-可出差,15K-20K,"周末双休,五险一金,带薪年假,节日福利,年终分红",https://jobs.zhaopin.com/CC477023430J00129129012.htm,天津,北京德惠众合信息技术有限公司天津分公司,100-499人,民营,全职,本科,2019-05-17 11:45:42,5-10年
中级web前端研发工程师,6K-8K,"五险一金,带薪年假,定期体检",https://jobs.zhaopin.com/255215736250293.htm,西安,西安众盈医疗信息科技有限公司,100-499人,民营,全职,本科,2019-05-17 00:52:44,3-5年
php工程师,4K-6K,"五险一金,周末双休,全勤奖,不加班,节日福利",https://jobs.zhaopin.com/CC873930550J00145983410.htm,济南,山东成蹊网络科技有限公司,20-99人,民营,全职,大专,2019-05-17 15:32:16,1-3年
软件测试讲师,10K-15K,"五险一金,全勤奖,节日福利,绩效奖金,年底双薪",https://jobs.zhaopin.com/CC280605335J00244062306.htm,深圳,深圳博睿同创信息技术有限公司,100-499人,民营,全职,大专,2019-05-17 00:50:35,3-5年
技术支持 工程师,2.5K-5K,"交通补助,通讯补助,弹性工作,创业公司,周末双休",https://jobs.zhaopin.com/CC497472723J00078329010.htm,哈尔滨,黑龙江全教计算机科技有限公司,20人以下,民营,全职,大专,2019-05-17 16:11:22,1年以下
软件工程师,8K-15K,"五险一金,绩效奖金,餐补,带薪年假,定期体检",https://jobs.zhaopin.com/130796446250707.htm,北京,北京风丘科技有限公司,20-99人,民营,全职,本科,2019-05-17 00:50:58,1-3年
c#.net,6K-12K,"年终分红,节日福利,员工旅游,带薪年假,餐补",https://jobs.zhaopin.com/CZ406577480J00121261014.htm,太原,山西米谷网络科技有限公司,20-99人,民营,全职,大专,2019-05-17 16:11:01,1-3年
软件开发工程师,14K-25K,"五险一金,年底双薪,加班补助,餐补,带薪年假",https://jobs.zhaopin.com/CC444672180J00182245903.htm,深圳,创信测试技术(深圳)有限公司,20-99人,民营,全职,本科,2019-05-17 15:07:33,3-5年
软件工程师,8K-10K,"五险一金,带薪年假",https://jobs.zhaopin.com/CC145369792J00252914004.htm,大连,大连新程软件有限公司,100-499人,其它,全职,大专,2019-05-17 15:06:58,3-5年
PHP工程师(J10314),20K-40K,"五险一金,年底双薪,绩效奖金,餐补,定期体检",https://jobs.zhaopin.com/CC178999717J00135855314.htm,北京,互动峰科技(北京)有限公司,500-999人,外商独资,全职,本科,2019-05-17 15:27:17,不限
Unity中高级开发工程师,15K-18K,"五险一金,绩效奖金,带薪年假,定期体检,定期团建",https://jobs.zhaopin.com/CC139249161J00137930914.htm,北京,北京天大天科科技股份有限公司,100-499人,股份制企业,全职,本科,2019-05-17 00:50:42,5-10年
自然语言处理高级讲师,25K-40K,"五险一金,绩效奖金,餐补,节日福利,房补",https://jobs.zhaopin.com/CC187965628J00100270410.htm,北京,北京八维研修学院,1000-9999人,民营,全职,本科,2019-05-17 16:04:00,3-5年
高薪聘请阿里运营,6K-8K,"五险一金,包吃,包住,绩效奖金,加班补助",https://jobs.zhaopin.com/CC866980610J00239265406.htm,广州,广州市皓轩化工科技有限公司,100-499人,民营,全职,中专,2019-05-17 15:51:05,3-5年
安卓开发工程师,4K-6K,"五险一金,绩效奖金,带薪年假,员工旅游,节日福利",https://jobs.zhaopin.com/210483836250185.htm,郑州,河南银储投资有限公司,20-99人,股份制企业,全职,大专,2019-05-17 16:00:30,不限
web前端工程师(J10268),20K-40K,"五险一金,年底双薪,绩效奖金,餐补,定期体检",https://jobs.zhaopin.com/CC178999717J00126985714.htm,北京,互动峰科技(北京)有限公司,500-999人,外商独资,全职,本科,2019-05-17 15:28:22,1-3年
技术经理,20K-40K,"绩效奖金,带薪年假,节日福利,带团队",https://jobs.zhaopin.com/CC606278020J00293779903.htm,深圳,陕西科海集团有限公司,100-499人,民营,全职,本科,2019-05-17 00:52:11,3-5年
IT工程师助理,4K-6K,"14薪,五险一金,带薪年假,弹性工作,通讯补助",https://jobs.zhaopin.com/CC486822381J00160037907.htm,成都,成都迈锐特信息技术有限公司,100-499人,民营,全职,大专,2019-05-17 16:00:04,不限
软件测试工程师（委培生）,4K-6K,"五险一金,年底双薪,绩效奖金,弹性工作,员工旅游",https://jobs.zhaopin.com/CC304328335J00254603802.htm,合肥,北京华信智原教育技术有限公司安徽分公司,500-999人,民营,全职,大专,2019-05-17 13:25:32,不限
php开发工程师,4K-6K,"五险一金,绩效奖金,加班补助,包住,交通补助",https://jobs.zhaopin.com/463535987250020.htm,南京,南京易欣博软件技术有限公司,100-499人,民营,全职,大专,2019-05-17 15:08:54,无经验
前端工程师,6K-8K,"五险一金,年底双薪,绩效奖金,股票期权,全勤奖",https://jobs.zhaopin.com/705313124250049.htm,马鞍山,安徽学府信息科技股份有限公司,100-499人,民营,全职,大专,2019-05-17 16:00:32,不限
测试工程师,8K-15K,"五险一金,年底双薪,绩效奖金,交通补助,餐补",https://jobs.zhaopin.com/CC193105921J00201438301.htm,成都,深圳市博瑞得科技有限公司重庆分公司,100-499人,民营,全职,本科,2019-05-17 00:52:07,3-5年
资深金融量化工程师,15K-30K,,https://jobs.zhaopin.com/CC399692380J00279965107.htm,深圳,深圳中科图灵科技有限公司,20-99人,民营,全职,硕士,2019-05-17 16:06:39,不限
web前端工程师,6K-8K,"五险一金,带薪年假,弹性工作,节日福利,绩效奖金",https://jobs.zhaopin.com/CC255215736J00237355706.htm,西安,西安众盈医疗信息科技有限公司,100-499人,民营,全职,本科,2019-05-17 00:52:44,3-5年
前端开发工程师,15K-20K,"五险一金,交通补助,节日福利,生日福利,带薪年假",https://jobs.zhaopin.com/CC233725614J00249163202.htm,深圳,深圳市远行科技股份有限公司,100-499人,民营,全职,本科,2019-05-17 15:25:31,3-5年
web前端工程师,6K-12K,"五险一金,弹性工作,节日福利",https://jobs.zhaopin.com/CC252072086J00194874501.htm,上海,上海炙火电子科技有限公司,20人以下,民营,全职,大专,2019-05-17 00:52:21,3-5年
mes工程师,6K-12K,"五险一金,包吃,包住,交通补助,公司重点项目",https://jobs.zhaopin.com/CC350453012J00050651706.htm,烟台,烟台开发区金天元数码科技有限公司,20-99人,民营,全职,大专,2019-05-17 15:54:21,不限
软件开发经理,20K-35K,"五险一金,绩效奖金,年终分红,带薪年假,补充医疗保险",https://jobs.zhaopin.com/CC475856735J00252511002.htm,南京,英麦尔(南京)科技有限公司,20-99人,合资,全职,本科,2019-05-17 15:10:03,5-10年
web前端开发工程师,10K-15K,"周末双休,五险一金,交通补助,餐补,带薪年假",https://jobs.zhaopin.com/CC328966989J00278257003.htm,成都,同方赛威讯信息技术有限公司,100-499人,国企,全职,大专,2019-05-17 00:52:55,3-5年
大数据安全工程师,8K-13K,"周末双休,弹性工作,节日福利,带薪年假,不加班",https://jobs.zhaopin.com/CC448769722J00326409505.htm,合肥,安徽汇驿信息科技有限公司,20-99人,民营,全职,本科,2019-05-17 15:49:15,3-5年
数据库开发/维护实习生（双休+六险一金）,4K-6K,"五险一金,年底双薪,加班补助,全勤奖,带薪年假",https://jobs.zhaopin.com/463535987250162.htm,南京,南京易欣博软件技术有限公司,100-499人,民营,全职,大专,2019-05-17 15:08:54,无经验
自动化测试主管,20K-30K,"五险一金,年底双薪,绩效奖金,餐补,带薪年假",https://jobs.zhaopin.com/CC120187407J00065791515.htm,北京,北京奥鹏远程教育中心有限公司,1000-9999人,合资,全职,本科,2019-05-17 00:50:13,5-10年
APP客户端开发,8K-12K,"绩效奖金,全勤奖,包住,交通补助,通讯补助",https://jobs.zhaopin.com/CC310995211J00255035102.htm,济南,山东国奥体育产业有限公司,500-999人,民营,全职,大专,2019-05-17 15:21:50,1-3年
Vue前端开发,11K-13K,"五险一金,餐补,节日福利,周末双休",https://jobs.zhaopin.com/CC857195000J00131595615.htm,广州,北京腾信卓越信息技术有限公司,20-99人,民营,全职,大专,2019-05-17 14:14:43,3-5年
软件系统架构师（成都）,15K-20K,"健身俱乐部,免息房贷,周末双休,五险一金,交通补助",https://jobs.zhaopin.com/CC376873529J00296286301.htm,成都,惠州市德赛西威汽车电子股份有限公司,1000-9999人,股份制企业,全职,本科,2019-05-17 00:50:08,5-10年
Android软件开发工程师-科大讯飞,15K-18K,"五险一金,年底双薪,餐补,带薪年假,弹性工作",https://jobs.zhaopin.com/CC846222960J00300957801.htm,合肥,合肥飞尔智能科技有限公司,100-499人,民营,全职,本科,2019-05-17 16:04:48,3-5年
互联网业务部门_运维工程师,5K-10K,"五险一金,绩效奖金,加班补助,餐补,带薪年假",https://jobs.zhaopin.com/CC120747254J00131296314.htm,合肥,北京思特奇信息技术股份有限公司,1000-9999人,上市公司,全职,本科,2019-05-17 15:51:59,1-3年
驻场运维工程师,4K-6K,"五险一金,年底双薪,交通补助,通讯补助,节日福利",https://jobs.zhaopin.com/CC494752330J00250590102.htm,成都,武汉安晟博约管理咨询有限公司,20-99人,民营,全职,本科,2019-05-17 00:52:22,1-3年
前端开发工程师(J10298),20K-35K,"五险一金,年底双薪,绩效奖金,餐补,定期体检",https://jobs.zhaopin.com/CC178999717J00133406314.htm,北京,互动峰科技(北京)有限公司,500-999人,外商独资,全职,本科,2019-05-17 15:28:22,不限
高级爬虫工程师 (MJ000286),14K-28K,"绩效奖金,带薪年假,周末双休,五险一金,弹性工作",https://jobs.zhaopin.com/CC531858125J00285313105.htm,上海,上海锦江国际电子商务有限公司,500-999人,股份制企业,全职,本科,2019-05-17 00:51:57,3-5年
测试工程师/软件测试助理,4K-6K,"五险一金,绩效奖金,加班补助,全勤奖,交通补助",https://jobs.zhaopin.com/463535987250087.htm,南京,南京易欣博软件技术有限公司,100-499人,民营,全职,大专,2019-05-17 15:08:54,不限
高级web前端工程师,8K-10K,"五险一金,带薪年假,弹性工作,节日福利,包吃",https://jobs.zhaopin.com/CC255215736J00113642506.htm,西安,西安众盈医疗信息科技有限公司,100-499人,民营,全职,大专,2019-05-17 00:52:44,3-5年
c#研发工程师,5K-10K,"年底双薪,带薪年假,周末双休,节日福利,高温补贴",https://jobs.zhaopin.com/534598422250089.htm,西安,西安璐江桥隧设备有限公司,100-499人,民营,全职,大专,2019-05-17 15:23:44,1-3年
驻场运维工程师,5K-8K,"五险一金,年底双薪,交通补助,通讯补助,节日福利",https://jobs.zhaopin.com/CC494752330J00252048502.htm,贵阳,武汉安晟博约管理咨询有限公司,20-99人,民营,全职,大专,2019-05-17 00:52:22,1-3年
系统维护工程师,7K-9K,"周末双休,五险一金,年底双薪,带薪年假,通讯补助",https://jobs.zhaopin.com/CZ173204810J00125772302.htm,深圳,深圳市吉洋智能技术有限公司,20-99人,不限,全职,大专,2019-05-17 16:17:50,1-3年
软件开发工程师,6K-12K,"五险一金,通讯补助,高温补贴,节日福利,包吃",https://jobs.zhaopin.com/CC350453012J00033157106.htm,烟台,烟台开发区金天元数码科技有限公司,20-99人,民营,全职,本科,2019-05-17 15:46:51,不限
前端开发工程师,7K-10K,"五险一金,定期体检,节日福利,股票期权,全勤奖",https://jobs.zhaopin.com/CC207829089J00022984510.htm,大连,大连摩呵科技有限公司,20-99人,民营,全职,本科,2019-05-17 09:42:40,3-5年
前端工程师,7K-11K,"五险一金,年底双薪,绩效奖金,年终分红,带薪年假",https://jobs.zhaopin.com/CZ708802030J00239361204.htm,嘉兴,浙江深眸科技有限公司,20-99人,民营,全职,本科,2019-05-17 16:17:18,1-3年
高薪诚聘IT项目经理/主管+双休,8K-10K,"五险一金,交通补助,餐补,房补,通讯补助",https://jobs.zhaopin.com/CC842698980J00132088815.htm,临沂,山东韩采通电子商务有限公司,100-499人,民营,全职,大专,2019-05-17 15:33:17,1-3年
运维工程师,4K-6K,"五险一金,餐补,通讯补助,带薪年假,节日福利",https://jobs.zhaopin.com/CC401239910J00245224508.htm,杭州,苏州卓能通信科技有限公司,20-99人,民营,全职,本科,2019-05-17 15:02:31,1-3年
算法实习生,8K-10K,"五险一金,年底双薪,绩效奖金,加班补助,全勤奖",https://jobs.zhaopin.com/CC834099090J00185339706.htm,深圳,深圳道町互联网科技有限公司,100-499人,民营,全职,大专,2019-05-17 15:01:33,不限
技术经理（武汉）,10K-20K,"五险一金,年底双薪,绩效奖金,定期体检,餐补",https://jobs.zhaopin.com/CC479050586J00183531103.htm,武汉,江西国泰利民信息科技有限公司,100-499人,国企,全职,本科,2019-05-17 00:50:56,不限
PLM实施高级工程师,6K-12K,"五险一金,年底双薪,交通补助,定期体检,节日福利",https://jobs.zhaopin.com/CC376873529J00243178401.htm,惠州,惠州市德赛西威汽车电子股份有限公司,1000-9999人,股份制企业,全职,本科,2019-05-17 00:50:08,5-10年
互联网项目主管,4K-8K,"五险一金,加班补助,全勤奖,弹性工作,员工旅游",https://jobs.zhaopin.com/CC322122687J00297000405.htm,青岛,青岛依蓝云计算有限公司,20-99人,股份制企业,全职,本科,2019-05-17 15:14:27,1-3年
.net软件工程师(初级）,4K-6K,"五险一金,年底双薪,绩效奖金,全勤奖,带薪年假",https://jobs.zhaopin.com/CC180707514J00194593208.htm,成都,成都华律网络服务有限公司,100-499人,民营,全职,大专,2019-05-17 15:11:31,1-3年
安卓开发工程师,4K-6K,"五险一金,绩效奖金,股票期权,加班补助,全勤奖",https://jobs.zhaopin.com/302195836250057.htm,衡水,河北鑫考教育科技股份有限公司,100-499人,股份制企业,全职,大专,2019-05-17 00:51:01,1-3年
在线技术支持工程师,4K-6K,"五险一金,餐补,带薪年假,弹性工作,绩效奖金",https://jobs.zhaopin.com/466596626250306.htm,成都,北京永洪商智科技有限公司,100-499人,民营,全职,本科,2019-05-17 00:51:09,不限
人工智能算法工程师,10K-15K,"创业公司,每年多次调薪,年终分红,五险一金,周末双休",https://jobs.zhaopin.com/CC635383630J00143562006.htm,深圳,深圳市麦讯科技互联网有限公司,100-499人,民营,全职,大专,2019-05-17 15:05:25,不限
web前端开发【包住实习生】,6K-8K,"周末双休,五险一金,年底双薪,包住,员工旅游",https://jobs.zhaopin.com/CC681050636J00068578514.htm,郑州,郑州凯恩斯信息技术有限公司,20-99人,股份制企业,全职,大专,2019-05-17 15:17:31,不限
驻场运维工程师,6K-8K,"五险一金,年底双薪,交通补助,通讯补助,节日福利",https://jobs.zhaopin.com/CC494752330J00250625002.htm,福州,武汉安晟博约管理咨询有限公司,20-99人,民营,全职,大专,2019-05-17 00:52:22,1-3年
PHP开发工程师,4K-8K,"五险一金,全勤奖,周末双休,加班补助,绩效奖金",https://jobs.zhaopin.com/455056219250233.htm,石家庄,河北烽联信息技术有限公司,20-99人,民营,全职,本科,2019-05-17 00:52:28,不限
软件实施,4K-6K,"周末双休,五险一金,年底双薪,定期体检,免费班车",https://jobs.zhaopin.com/CC187870115J00208870904.htm,郑州,河南金明源信息技术有限公司,100-499人,股份制企业,全职,本科,2019-05-17 00:51:51,1-3年
大数据开发工程师（成都）,10K-15K,"健身俱乐部,免息房贷,周末双休,五险一金,交通补助",https://jobs.zhaopin.com/CC376873529J00296773601.htm,成都,惠州市德赛西威汽车电子股份有限公司,1000-9999人,股份制企业,全职,本科,2019-05-17 00:50:08,1-3年
赴日软件开发工程师-日语必须,13K-26K,"五险一金,住房补贴,加班补助,绩效奖金,年底双薪",https://jobs.zhaopin.com/CC388170318J00251361808.htm,日本,智锐科技(成都)有限公司,20-99人,外商独资,全职,本科,2019-05-17 00:52:02,1-3年
高级信息安全工程师,10K-15K,"五险一金,带薪年假,节日福利,员工旅游,餐补",https://jobs.zhaopin.com/CC120635606J00379987601.htm,西安,西安交大长天软件股份有限公司,100-499人,股份制企业,全职,本科,2019-05-17 00:50:47,3-5年
android开发工程师,7K-11K,"高温补贴,员工旅游,定期体检,年底双薪,五险一金",https://jobs.zhaopin.com/CC294209488J00328112907.htm,杭州,杭州佰凌智能科技有限公司,20-99人,民营,全职,大专,2019-05-17 15:36:34,1-3年
技术服务经理,15K-20K,"五险一金,年底双薪,加班补助,带薪年假,弹性工作",https://jobs.zhaopin.com/CC444128230J00254795508.htm,广州,南京海翊数据技术有限公司,100-499人,民营,全职,本科,2019-05-17 00:52:24,3-5年
Android开发工程师,10K-15K,"五险一金,包住,包吃,全勤奖",https://jobs.zhaopin.com/CC394810024J00271492003.htm,惠州,大隆饰品玩具(惠州)有限公司,1000-9999人,民营,全职,大专,2019-05-17 00:52:00,1-3年
互联网技术主管（全栈工程师）,4K-8K,"五险一金,加班补助,全勤奖,弹性工作,员工旅游",https://jobs.zhaopin.com/CC322122687J00296970305.htm,青岛,青岛依蓝云计算有限公司,20-99人,股份制企业,全职,本科,2019-05-17 15:14:27,1-3年
Java开发（springboot）,10K-20K,"五险一金,带薪年假,周末双休,包住",https://jobs.zhaopin.com/CC841535170J00250121806.htm,上海,上海得逸信息技术有限公司深圳分公司,500-999人,民营,全职,大专,2019-05-17 16:13:03,3-5年
java开发工程师(J10302),20K-40K,"五险一金,年底双薪,绩效奖金,餐补,定期体检",https://jobs.zhaopin.com/CC178999717J00133419514.htm,北京,互动峰科技(北京)有限公司,500-999人,外商独资,全职,本科,2019-05-17 15:27:17,不限
高级 JAVA开发工程师,10K-20K,"五险一金,绩效奖金,节日福利",https://jobs.zhaopin.com/298281217250010.htm,北京,北京网源高科软件有限公司,20-99人,民营,全职,本科,2019-05-17 10:12:56,3-5年
java大数据开发,6K-8K,"14薪,无试用期,周末双休,五险一金,绩效奖金",https://jobs.zhaopin.com/CC818626150J00254936708.htm,成都,成都铭逸科技有限公司,20-99人,民营,全职,大专,2019-05-17 15:02:51,不限
java开发工程师（驻日开发）,20K-30K,"周末双休,五险一金,年底双薪,带薪年假,弹性工作",https://jobs.zhaopin.com/CC672797524J00345483501.htm,无锡,重庆众和网星信息技术有限公司,100-499人,民营,全职,大专,2019-05-17 15:22:09,1-3年
java开发工程师,4K-8K,"五险一金,年底双薪,带薪年假,节日福利,周末双休",https://jobs.zhaopin.com/CZ717718340J00051350303.htm,合肥,安徽贝奇信息科技有限公司,20-99人,不限,全职,大专,2019-05-17 15:05:10,1-3年
java软件工程师+五险一金+双休,4K-6K,"五险一金,年终分红,全勤奖,交通补助,餐补",https://jobs.zhaopin.com/420636211250061.htm,太原,太原碧蓝水利工程设计有限公司,20-99人,民营,全职,本科,2019-05-17 00:52:12,不限
Java开发工程师,7K-10K,"五险一金,绩效奖金,交通补助,通讯补助,补充医疗保险",https://jobs.zhaopin.com/CC352508827J00310885403.htm,西安,西安亿阳信通软件科技发展有限公司,100-499人,民营,全职,本科,2019-05-17 15:02:21,不限
高级java服务端工程师,18K-23K,"五险一金,年底双薪,节日福利,绩效奖金,股票期权",https://jobs.zhaopin.com/CC408522281J00206109705.htm,福州,福州朴朴电子商务有限公司,1000-9999人,民营,全职,本科,2019-05-17 00:52:12,3-5年
高级java开发工程师,7.5K-15K,"周末双休,五险一金,年底双薪,绩效奖金,全勤奖",https://jobs.zhaopin.com/694705326250289.htm,重庆,重庆多企源科技有限公司,100-499人,民营,全职,大专,2019-05-17 00:50:21,3-5年
java资深开发工程师,12K-20K,"五险一金,年底双薪,带薪年假,员工旅游,周末双休",https://jobs.zhaopin.com/CC219197618J00093322012.htm,广州,北京尚博信科技有限公司,100-499人,民营,全职,大专,2019-05-17 00:50:06,3-5年
java开发工程师,10K-20K,"五险一金,餐补,定期体检,绩效奖金,补充医疗保险",https://jobs.zhaopin.com/CC000221113J00212369908.htm,上海,上海大唐移动通信设备有限公司,1000-9999人,国企,全职,本科,2019-05-17 00:50:32,3-5年
JAVA中级工程师,6K-12K,"五险一金,年底双薪,弹性工作,周末双休",https://jobs.zhaopin.com/CZ304115580J00318624807.htm,厦门,厦门畅拓科技有限公司,20人以下,民营,全职,本科,2019-05-17 00:52:39,1-3年
java开发工程师-外派银行,10K-15K,"五险一金,周末双休,年底双薪,节日福利,定期体检",https://jobs.zhaopin.com/CC348450631J00091507108.htm,深圳,招银云创（深圳）信息技术有限公司,100-499人,其它,全职,本科,2019-05-17 00:51:30,1-3年
java实施工程师,4K-6K,"五险一金,绩效奖金,餐补,带薪年假,定期体检",https://jobs.zhaopin.com/245194487250007.htm,南宁,广西海颐软件有限公司,20-99人,民营,全职,本科,2019-05-17 00:52:31,不限
java中高级研发,10K-20K,"健身俱乐部,五险一金,年底双薪,加班补助,带薪年假",https://jobs.zhaopin.com/120598567251188.htm,北京,北京中海纪元数字技术发展股份有限公司,500-999人,国企,全职,本科,2019-05-17 00:52:01,3-5年
java开发工程师,15K-20K,"五险一金,绩效奖金,年终分红,股票期权,带薪年假",https://jobs.zhaopin.com/CC150219218J00078316914.htm,北京,塔米智能科技(北京)有限公司,100-499人,民营,全职,本科,2019-05-17 16:10:33,5-10年
高级java开发工程师,12K-18K,"五险一金,年底双薪,加班补助,带薪年假,周末双休",https://jobs.zhaopin.com/CC271281130J00228604402.htm,厦门,厦门市浩途恒通科技有限公司,20-99人,民营,全职,本科,2019-05-17 13:21:26,3-5年
java软件工程师,5K-10K,"周末双休,项目奖金,节日福利,通讯补助,五险一金",https://jobs.zhaopin.com/CZ681030830J00247361104.htm,西安,陕西蓝软信息科技有限公司,20-99人,民营,全职,本科,2019-05-17 16:03:55,3-5年
Java 全栈工程师,20K-30K,"每年多次调薪,餐补,交通补助,定期体检,带薪年假",https://jobs.zhaopin.com/CC263265337J00144297306.htm,上海,小佩网络科技(上海)有限公司,100-499人,合资,全职,本科,2019-05-17 00:50:12,3-5年
java开发工程师,8K-13K,"绩效奖金,五险一金,周末双休,带薪年假,项目奖金",https://jobs.zhaopin.com/CZ448335330J00239607306.htm,广州,广州康乐富健康管家有限公司,100-499人,民营,全职,本科,2019-05-17 15:01:01,3-5年
java工程师,10K-15K,"五险一金,周末双休,带薪年假,交通补助,餐补",https://jobs.zhaopin.com/CC133476868J00139147911.htm,北京,北京新学道教育科技有限公司,100-499人,民营,全职,本科,2019-05-17 00:50:45,3-5年
高级java开发工程师,15K-20K,"五险一金,餐补,带薪年假,定期体检,高温补贴",https://jobs.zhaopin.com/CC134986205J00259099405.htm,深圳,和美（深圳）信息技术股份有限公司,1000-9999人,上市公司,全职,本科,2019-05-17 15:05:07,5-10年
Java中级工程师,8K-10K,"五险一金,绩效奖金,全勤奖,带薪年假,弹性工作",https://jobs.zhaopin.com/202787632250135.htm,济南,济南易贸创想软件有限公司,100-499人,民营,全职,本科,2019-05-17 00:50:42,1-3年
java开发主管,15K-20K,"五险一金,餐补,弹性工作,带薪年假",https://jobs.zhaopin.com/CC273169213J00127000411.htm,北京,北京中兴正远科技有限公司,100-499人,民营,全职,本科,2019-05-17 15:42:48,5-10年
java软件工程师,8K-10K,"五险一金,年底双薪,绩效奖金,餐补,弹性工作",https://jobs.zhaopin.com/CC652650380J00135050415.htm,天津,金文悦享(天津)国际旅游有限公司,20-99人,民营,全职,大专,2019-05-17 15:41:14,3-5年
